gate,cell_id,N,noise,seed,method,family,v_policy,v_behaviour_expected,v_optimal_same_start,nv,selected_unseen_rate,mean_behavior_prob,mean_logged_count,support_mask,bandit_updates,w_clip
gate2D_bandit,N1600_noise0p5,1600,0.5,7,Bandit IPS support top3,Bandit,429.9747838702177,422.5603637349696,478.8785864087379,0.131652239421639,0.0,0.7579827771832922,135.377734375,top3,2000.0,10.0
gate2D_bandit,N1600_noise0p5,1600,0.5,7,Bandit DR,Bandit,318.0531873656473,422.5603637349696,478.8785864087379,-1.8556547314125256,0.98703125,0.0072540864687107,0.485546875,none,2000.0,10.0
gate2D_bandit,N1600_noise0p5,1600,0.5,7,Bandit DR support top3,Bandit,429.9747838702177,422.5603637349696,478.8785864087379,0.131652239421639,0.0,0.7579827771832922,135.377734375,top3,2000.0,10.0
gate2D_bandit,N1600_noise0p5,1600,0.5,7,"Bandit oracle (myopic, true R)",Bandit,422.5603637349696,422.5603637349696,478.8785864087379,0.0,0.0,0.8483130136257404,150.515078125,none,,
gate2D_bandit,N1600_noise0p5,1600,0.5,8,Bandit DM,Bandit,316.91452847862104,421.64695137411786,478.1010548050897,-1.855178216115971,0.98828125,0.0073373238076848,0.44625,none,2000.0,10.0
gate2D_bandit,N1600_noise0p5,1600,0.5,8,Bandit DM support top3,Bandit,429.94661520793,421.64695137411786,478.1010548050897,0.14701613043878,0.0,0.7313522233549239,127.1571875,top3,2000.0,10.0
gate2D_bandit,N1600_noise0p5,1600,0.5,8,Bandit IPS,Bandit,316.91452847862104,421.64695137411786,478.1010548050897,-1.855178216115971,0.98828125,0.0073373238076848,0.44625,none,2000.0,10.0
gate2D_bandit,N1600_noise0p5,1600,0.5,8,Bandit IPS support top3,Bandit,429.94661520793,421.64695137411786,478.1010548050897,0.14701613043878,0.0,0.7313522233549239,127.1571875,top3,2000.0,10.0
gate2D_bandit,N1600_noise0p5,1600,0.5,8,Bandit DR,Bandit,316.91452847862104,421.64695137411786,478.1010548050897,-1.855178216115971,0.98828125,0.0073373238076848,0.44625,none,2000.0,10.0
gate2D_bandit,N1600_noise0p5,1600,0.5,8,Bandit DR support top3,Bandit,429.2468448442816,421.64695137411786,478.1010548050897,0.1346207451413407,0.0,0.7490155871770099,131.75140625,top3,2000.0,10.0
gate2D_bandit,N1600_noise0p5,1600,0.5,8,"Bandit oracle (myopic, true R)",Bandit,421.64695137411786,421.64695137411786,478.1010548050897,0.0,0.0,0.8464664695536328,154.06328125,none,,
gate2D_bandit,N1600_noise0p5,1600,0.5,9,Bandit DM,Bandit,384.0851249727828,421.14554862217454,477.7638570902434,-0.6545660697421373,0.96390625,0.0227868704222804,1.49734375,none,2000.0,10.0
gate2D_bandit,N1600_noise0p5,1600,0.5,9,Bandit DM support top3,Bandit,428.0104466910232,421.14554862217454,477.7638570902434,0.1212487312778036,0.0,0.8041138028967396,128.89265625,top3,2000.0,10.0
gate2D_bandit,N1600_noise0p5,1600,0.5,9,Bandit IPS,Bandit,280.70050222826234,421.14554862217454,477.7638570902434,-2.480558854440509,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N1600_noise0p5,1600,0.5,9,Bandit IPS support top3,Bandit,428.0104466910232,421.14554862217454,477.7638570902434,0.1212487312778036,0.0,0.8041138028967396,128.89265625,top3,2000.0,10.0
gate2D_bandit,N1600_noise0p5,1600,0.5,9,Bandit DR,Bandit,384.0851249727828,421.14554862217454,477.7638570902434,-0.6545660697421373,0.96390625,0.0227868704222804,1.49734375,none,2000.0,10.0
gate2D_bandit,N1600_noise0p5,1600,0.5,9,Bandit DR support top3,Bandit,428.0104466910232,421.14554862217454,477.7638570902434,0.1212487312778036,0.0,0.8041138028967396,128.89265625,top3,2000.0,10.0
gate2D_bandit,N1600_noise0p5,1600,0.5,9,"Bandit oracle (myopic, true R)",Bandit,421.14554862217454,421.14554862217454,477.7638570902434,0.0,0.0,0.8482297729564207,150.22140625,none,,
gate2D_bandit,N400_noise0p05,400,0.05,0,Bandit DM,Bandit,318.59157473907965,421.4891710594284,479.2131268458336,-1.7825804714614288,0.9846875,0.0085403726708074,0.18875,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,0,Bandit DM support top3,Bandit,430.39662047468255,421.4891710594284,479.2131268458336,0.1543111398708395,0.0,0.7700403859663729,30.5028125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,0,Bandit IPS,Bandit,182.81563033515465,421.4891710594284,479.2131268458336,-4.134739857528699,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,0,Bandit IPS support top3,Bandit,448.3491283022663,421.4891710594284,479.2131268458336,0.4653173344915456,0.0,0.8457814574410579,40.4534375,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,0,Bandit DR,Bandit,318.59157473907965,421.4891710594284,479.2131268458336,-1.7825804714614288,0.9846875,0.0085403726708074,0.18875,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,0,Bandit DR support top3,Bandit,430.39662047468255,421.4891710594284,479.2131268458336,0.1543111398708395,0.0,0.7700403859663729,30.5028125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,0,"Bandit oracle (myopic, true R)",Bandit,421.4891710594284,421.4891710594284,479.2131268458336,0.0,0.0,0.8602517238392546,37.2453125,none,,
gate2D_bandit,N400_noise0p05,400,0.05,1,Bandit DM,Bandit,405.8162686838022,422.7909092428097,479.07216495487467,-0.3016037994221338,0.93625,0.0433192933192933,1.0046875,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,1,Bandit DM support top3,Bandit,430.7201325519166,422.7909092428097,479.07216495487467,0.1408856858075955,0.0,0.7857354329855621,35.81625,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,1,Bandit IPS,Bandit,282.2020643609203,422.7909092428097,479.07216495487467,-2.4979692279991434,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,1,Bandit IPS support top3,Bandit,440.2101360638403,422.7909092428097,479.07216495487467,0.3095031658523653,0.0,0.7095066985016227,25.149375,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,1,Bandit DR,Bandit,405.8162686838022,422.7909092428097,479.07216495487467,-0.3016037994221338,0.93625,0.0433192933192933,1.0046875,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,1,Bandit DR support top3,Bandit,430.7201325519166,422.7909092428097,479.07216495487467,0.1408856858075955,0.0,0.7857354329855621,35.81625,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,1,"Bandit oracle (myopic, true R)",Bandit,422.7909092428097,422.7909092428097,479.07216495487467,0.0,0.0,0.8535035002881634,41.3390625,none,,
gate2D_bandit,N400_noise0p05,400,0.05,2,Bandit DM,Bandit,311.9296144627662,417.1824539201058,474.5590275047475,-1.8344218359792943,0.9871875,0.0084550345887778,0.1546875,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,2,Bandit DM support top3,Bandit,424.28759044199774,417.1824539201058,474.5590275047475,0.1238334058308741,0.0,0.7982619425613219,34.4828125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,2,Bandit IPS,Bandit,276.926803637312,417.1824539201058,474.5590275047475,-2.444475881361042,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,2,Bandit IPS support top3,Bandit,423.7407570511517,417.1824539201058,474.5590275047475,0.1143028020202556,0.0,0.8128826444813303,34.6934375,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,2,Bandit DR,Bandit,311.9296144627662,417.1824539201058,474.5590275047475,-1.8344218359792943,0.9871875,0.0084550345887778,0.1546875,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,2,Bandit DR support top3,Bandit,424.28759044199774,417.1824539201058,474.5590275047475,0.1238334058308741,0.0,0.7982619425613219,34.4828125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,2,"Bandit oracle (myopic, true R)",Bandit,417.1824539201058,417.1824539201058,474.5590275047475,0.0,0.0,0.8500428343098188,39.466875,none,,
gate2D_bandit,N400_noise0p05,400,0.05,3,Bandit DM,Bandit,318.4295502706789,423.1047405366476,479.3865548020198,-1.8598403699713493,0.9871875,0.0084942084942084,0.143125,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,3,Bandit DM support top3,Bandit,429.9706126499771,423.1047405366476,479.3865548020198,0.1219909521920621,0.0,0.8182153477606394,33.72125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,3,Bandit IPS,Bandit,182.74713396426796,423.1047405366476,479.3865548020198,-4.270608716326709,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,3,Bandit IPS support top3,Bandit,429.26863298831086,423.1047405366476,479.3865548020198,0.1095183680931135,0.0,0.8266633317457587,33.970625,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,3,Bandit DR,Bandit,318.4295502706789,423.1047405366476,479.3865548020198,-1.8598403699713493,0.9871875,0.0084942084942084,0.143125,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,3,Bandit DR support top3,Bandit,430.0020741157867,423.1047405366476,479.3865548020198,0.1225499509773753,0.0,0.8126916990827562,33.6321875,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,3,"Bandit oracle (myopic, true R)",Bandit,423.1047405366476,423.1047405366476,479.3865548020198,0.0,0.0,0.8626718124914622,38.355625,none,,
gate2D_bandit,N400_noise0p05,400,0.05,4,Bandit DM,Bandit,324.1854524023641,427.2545943129383,483.248496641775,-1.840720821800872,0.9825,0.0086136177194421,0.1875,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,4,Bandit DM support top3,Bandit,437.4890402165005,427.2545943129383,483.248496641775,0.1827778646942332,0.0,0.8071210306774828,30.59375,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,4,Bandit IPS,Bandit,185.4949393600912,427.2545943129383,483.248496641775,-4.317606826776591,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,4,Bandit IPS support top3,Bandit,435.6791574766848,427.2545943129383,483.248496641775,0.1504550105165274,0.0,0.8245507467946989,30.89375,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,4,Bandit DR,Bandit,324.1854524023641,427.2545943129383,483.248496641775,-1.840720821800872,0.9825,0.0086136177194421,0.1875,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,4,Bandit DR support top3,Bandit,438.3008001116557,427.2545943129383,483.248496641775,0.1972751556740254,0.0,0.8205592090223868,32.389375,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,4,"Bandit oracle (myopic, true R)",Bandit,427.2545943129383,427.2545943129383,483.248496641775,0.0,0.0,0.8511436474708333,34.138125,none,,
gate2D_bandit,N400_noise0p05,400,0.05,5,Bandit DM,Bandit,317.2239584906732,420.5620190232593,478.5366511066638,-1.7824703119102194,0.98625,0.0069551777434312,0.129375,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,5,Bandit DM support top3,Bandit,429.0940438314926,420.5620190232593,478.5366511066638,0.1471682441375189,0.0,0.7515863934892633,25.7125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,5,Bandit IPS,Bandit,227.40794946048965,420.5620190232593,478.5366511066638,-3.331699790434048,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,5,Bandit IPS support top3,Bandit,438.8390929721709,420.5620190232593,478.5366511066638,0.3152598523198479,0.0,0.7503242499947139,24.4746875,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,5,Bandit DR,Bandit,317.2239584906732,420.5620190232593,478.5366511066638,-1.7824703119102194,0.98625,0.0069551777434312,0.129375,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,5,Bandit DR support top3,Bandit,429.0940438314926,420.5620190232593,478.5366511066638,0.1471682441375189,0.0,0.7515863934892633,25.7125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,5,"Bandit oracle (myopic, true R)",Bandit,420.5620190232593,420.5620190232593,478.5366511066638,0.0,0.0,0.8376482239745919,30.66875,none,,
gate2D_bandit,N400_noise0p05,400,0.05,6,Bandit DM,Bandit,316.8689109319449,421.9223253169368,478.3865908773132,-1.860529192089816,0.9871875,0.0081049787726746,0.1340625,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,6,Bandit DM support top3,Bandit,432.322905340244,421.9223253169368,478.3865908773132,0.1841975614149444,0.0,0.8203458667616252,34.8003125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,6,Bandit IPS,Bandit,181.9877689301002,421.9223253169368,478.3865908773132,-4.249316873346706,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,6,Bandit IPS support top3,Bandit,429.5866333863426,421.9223253169368,478.3865908773132,0.1357373197604164,0.0,0.8094683595370988,33.058125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,6,Bandit DR,Bandit,316.8689109319449,421.9223253169368,478.3865908773132,-1.860529192089816,0.9871875,0.0081049787726746,0.1340625,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,6,Bandit DR support top3,Bandit,432.322905340244,421.9223253169368,478.3865908773132,0.1841975614149444,0.0,0.8203458667616252,34.8003125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,6,"Bandit oracle (myopic, true R)",Bandit,421.9223253169368,421.9223253169368,478.3865908773132,0.0,0.00625,0.8388147106899086,37.094375,none,,
gate2D_bandit,N400_noise0p05,400,0.05,7,Bandit DM,Bandit,306.9508382863462,418.644374990045,476.3341035189663,-1.936107857531415,0.931875,0.0499478584729981,1.321875,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,7,Bandit DM support top3,Bandit,429.3357425155615,418.644374990045,476.3341035189663,0.1853253221699017,0.0,0.8217515778713096,39.5890625,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,7,Bandit IPS,Bandit,278.3094294742509,418.644374990045,476.3341035189663,-2.4325811386933576,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,7,Bandit IPS support top3,Bandit,425.9664805815035,418.644374990045,476.3341035189663,0.1269221710375664,0.0,0.7936605130333697,35.8484375,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,7,Bandit DR,Bandit,314.634755371246,418.644374990045,476.3341035189663,-1.802914006895636,0.988125,0.0071599045346062,0.110625,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,7,Bandit DR support top3,Bandit,429.3357425155615,418.644374990045,476.3341035189663,0.1853253221699017,0.0,0.8217515778713096,39.5890625,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,7,"Bandit oracle (myopic, true R)",Bandit,418.644374990045,418.644374990045,476.3341035189663,0.0,0.0,0.8449389487741874,41.111875,none,,
gate2D_bandit,N400_noise0p05,400,0.05,8,Bandit DM,Bandit,319.8053000477908,422.931340639083,479.9511404087543,-1.808600538898151,0.9884375,0.0071884984025559,0.105,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,8,Bandit DM support top3,Bandit,433.41895845761945,422.931340639083,479.9511404087543,0.1839294045384357,0.0,0.8217630400527396,31.353125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,8,Bandit IPS,Bandit,182.92296482339225,422.931340639083,479.9511404087543,-4.209211129909135,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,8,Bandit IPS support top3,Bandit,430.2690226559778,422.931340639083,479.9511404087543,0.1286865623263324,0.0,0.814142633700987,27.90875,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,8,Bandit DR,Bandit,319.8053000477908,422.931340639083,479.9511404087543,-1.808600538898151,0.9884375,0.0071884984025559,0.105,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,8,Bandit DR support top3,Bandit,432.8614486476795,422.931340639083,479.9511404087543,0.1741519270272553,0.0,0.8299531669689562,32.028125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,8,"Bandit oracle (myopic, true R)",Bandit,422.931340639083,422.931340639083,479.9511404087543,0.0,0.0053125,0.8543474763481043,32.015625,none,,
gate2D_bandit,N400_noise0p05,400,0.05,9,Bandit DM,Bandit,319.811686716071,423.4552510574188,479.20761072352025,-1.858998703589672,0.990625,0.0051566838556128,0.06125,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,9,Bandit DM support top3,Bandit,435.2352842861315,423.4552510574188,479.20761072352025,0.2112921013435639,0.0,0.8363748216437342,36.838125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,9,Bandit IPS,Bandit,282.24891295897964,423.4552510574188,479.20761072352025,-2.532741913420668,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,9,Bandit IPS support top3,Bandit,454.77495840758303,423.4552510574188,479.20761072352025,0.5617646954808131,0.0,0.7751607914529647,28.0371875,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,9,Bandit DR,Bandit,319.811686716071,423.4552510574188,479.20761072352025,-1.858998703589672,0.990625,0.0051566838556128,0.06125,none,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,9,Bandit DR support top3,Bandit,435.2352842861315,423.4552510574188,479.20761072352025,0.2112921013435639,0.0,0.8363748216437342,36.838125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p05,400,0.05,9,"Bandit oracle (myopic, true R)",Bandit,423.4552510574188,423.4552510574188,479.20761072352025,0.0,0.01,0.8459834450771005,36.55625,none,,
gate2D_bandit,N400_noise0p2,400,0.2,0,Bandit DM,Bandit,318.59157473907965,421.4891710594284,479.2131268458336,-1.7825804714614288,0.9846875,0.0085403726708074,0.18875,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,0,Bandit DM support top3,Bandit,430.39662047468255,421.4891710594284,479.2131268458336,0.1543111398708395,0.0,0.7700403859663729,30.5028125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,0,Bandit IPS,Bandit,182.81563033515465,421.4891710594284,479.2131268458336,-4.134739857528699,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,0,Bandit IPS support top3,Bandit,428.7031371239335,421.4891710594284,479.2131268458336,0.124973522105774,0.0,0.8300806165691035,33.31,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,0,Bandit DR,Bandit,318.59157473907965,421.4891710594284,479.2131268458336,-1.7825804714614288,0.9846875,0.0085403726708074,0.18875,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,0,Bandit DR support top3,Bandit,430.39662047468255,421.4891710594284,479.2131268458336,0.1543111398708395,0.0,0.7700403859663729,30.5028125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,0,"Bandit oracle (myopic, true R)",Bandit,421.4891710594284,421.4891710594284,479.2131268458336,0.0,0.0,0.8602517238392546,37.2453125,none,,
gate2D_bandit,N400_noise0p2,400,0.2,1,Bandit DM,Bandit,405.8162686838022,422.7909092428097,479.07216495487467,-0.3016037994221338,0.93625,0.0433192933192933,1.0046875,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,1,Bandit DM support top3,Bandit,430.7201325519166,422.7909092428097,479.07216495487467,0.1408856858075955,0.0,0.7857354329855621,35.81625,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,1,Bandit IPS,Bandit,282.2020643609203,422.7909092428097,479.07216495487467,-2.4979692279991434,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,1,Bandit IPS support top3,Bandit,441.15500687125706,422.7909092428097,479.07216495487467,0.3262915405156939,0.0,0.6905637892057723,24.604375,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,1,Bandit DR,Bandit,405.8162686838022,422.7909092428097,479.07216495487467,-0.3016037994221338,0.93625,0.0433192933192933,1.0046875,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,1,Bandit DR support top3,Bandit,430.7201325519166,422.7909092428097,479.07216495487467,0.1408856858075955,0.0,0.7857354329855621,35.81625,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,1,"Bandit oracle (myopic, true R)",Bandit,422.7909092428097,422.7909092428097,479.07216495487467,0.0,0.0,0.8535035002881634,41.3390625,none,,
gate2D_bandit,N400_noise0p2,400,0.2,2,Bandit DM,Bandit,311.9296144627662,417.1824539201058,474.5590275047475,-1.8344218359792943,0.9871875,0.0084550345887778,0.1546875,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,2,Bandit DM support top3,Bandit,424.28759044199774,417.1824539201058,474.5590275047475,0.1238334058308741,0.0,0.7982619425613219,34.4828125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,2,Bandit IPS,Bandit,276.926803637312,417.1824539201058,474.5590275047475,-2.444475881361042,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,2,Bandit IPS support top3,Bandit,425.0563382369357,417.1824539201058,474.5590275047475,0.1372316927432826,0.0,0.8096416311288739,37.7934375,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,2,Bandit DR,Bandit,311.9296144627662,417.1824539201058,474.5590275047475,-1.8344218359792943,0.9871875,0.0084550345887778,0.1546875,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,2,Bandit DR support top3,Bandit,424.28759044199774,417.1824539201058,474.5590275047475,0.1238334058308741,0.0,0.7982619425613219,34.4828125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,2,"Bandit oracle (myopic, true R)",Bandit,417.1824539201058,417.1824539201058,474.5590275047475,0.0,0.0,0.8500428343098188,39.466875,none,,
gate2D_bandit,N400_noise0p2,400,0.2,3,Bandit DM,Bandit,318.4295502706789,423.1047405366476,479.3865548020198,-1.8598403699713493,0.9871875,0.0084942084942084,0.143125,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,3,Bandit DM support top3,Bandit,429.9706126499771,423.1047405366476,479.3865548020198,0.1219909521920621,0.0,0.8182153477606394,33.72125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,3,Bandit IPS,Bandit,182.74713396426796,423.1047405366476,479.3865548020198,-4.270608716326709,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,3,Bandit IPS support top3,Bandit,429.26863298831086,423.1047405366476,479.3865548020198,0.1095183680931135,0.0,0.8266633317457587,33.970625,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,3,Bandit DR,Bandit,318.4295502706789,423.1047405366476,479.3865548020198,-1.8598403699713493,0.9871875,0.0084942084942084,0.143125,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,3,Bandit DR support top3,Bandit,430.0020741157867,423.1047405366476,479.3865548020198,0.1225499509773753,0.0,0.8126916990827562,33.6321875,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,3,"Bandit oracle (myopic, true R)",Bandit,423.1047405366476,423.1047405366476,479.3865548020198,0.0,0.0,0.8626718124914622,38.355625,none,,
gate2D_bandit,N400_noise0p2,400,0.2,4,Bandit DM,Bandit,321.4096994199544,427.2545943129383,483.248496641775,-1.8902932371347512,0.976875,0.0217391304347826,0.41375,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,4,Bandit DM support top3,Bandit,435.6791574766848,427.2545943129383,483.248496641775,0.1504550105165274,0.0,0.8245507467946989,30.89375,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,4,Bandit IPS,Bandit,286.0207219203093,427.2545943129383,483.248496641775,-2.5223080821051087,0.99,0.0116618075801749,0.2,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,4,Bandit IPS support top3,Bandit,435.6791574766848,427.2545943129383,483.248496641775,0.1504550105165274,0.0,0.8245507467946989,30.89375,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,4,Bandit DR,Bandit,324.1854524023641,427.2545943129383,483.248496641775,-1.840720821800872,0.9825,0.0086136177194421,0.1875,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,4,Bandit DR support top3,Bandit,438.5516795261288,427.2545943129383,483.248496641775,0.2017556330838637,0.0,0.8148483939689407,32.029375,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,4,"Bandit oracle (myopic, true R)",Bandit,427.2545943129383,427.2545943129383,483.248496641775,0.0,0.0,0.8511436474708333,34.138125,none,,
gate2D_bandit,N400_noise0p2,400,0.2,5,Bandit DM,Bandit,317.2239584906732,420.5620190232593,478.5366511066638,-1.7824703119102194,0.98625,0.0069551777434312,0.129375,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,5,Bandit DM support top3,Bandit,428.5851199306573,420.5620190232593,478.5366511066638,0.1383898546498,0.0,0.7637061441039229,26.27125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,5,Bandit IPS,Bandit,227.40794946048965,420.5620190232593,478.5366511066638,-3.331699790434048,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,5,Bandit IPS support top3,Bandit,427.1955595939291,420.5620190232593,478.5366511066638,0.1144214345530732,0.0,0.7823422423785571,27.2840625,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,5,Bandit DR,Bandit,317.2239584906732,420.5620190232593,478.5366511066638,-1.7824703119102194,0.98625,0.0069551777434312,0.129375,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,5,Bandit DR support top3,Bandit,429.0940438314926,420.5620190232593,478.5366511066638,0.1471682441375189,0.0,0.7515863934892633,25.7125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,5,"Bandit oracle (myopic, true R)",Bandit,420.5620190232593,420.5620190232593,478.5366511066638,0.0,0.0,0.8376482239745919,30.66875,none,,
gate2D_bandit,N400_noise0p2,400,0.2,6,Bandit DM,Bandit,316.8689109319449,421.9223253169368,478.3865908773132,-1.860529192089816,0.9871875,0.0081049787726746,0.1340625,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,6,Bandit DM support top3,Bandit,432.322905340244,421.9223253169368,478.3865908773132,0.1841975614149444,0.0,0.8203458667616252,34.8003125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,6,Bandit IPS,Bandit,226.92959100827235,421.9223253169368,478.3865908773132,-3.4533829914100584,1.0,0.0,0.0,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,6,Bandit IPS support top3,Bandit,431.0457023764004,421.9223253169368,478.3865908773132,0.1615778930075365,0.0,0.8150218603498125,32.6553125,top3,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,6,Bandit DR,Bandit,316.8689109319449,421.9223253169368,478.3865908773132,-1.860529192089816,0.9871875,0.0081049787726746,0.1340625,none,2000.0,10.0
gate2D_bandit,N400_noise0p2,400,0.2,6,Bandit DR support top3,Bandit,432.322905340244,421.9223253169368,478.3865908773132,0.1841975614149444,0.0,0.8203458667616252,34.8003125,top3,2000.0,10.0
