gate,cell_id,N,noise,seed,method,family,v_policy,v_behaviour_expected,v_optimal_same_start,nv,selected_unseen_rate,mean_behavior_prob,mean_logged_count,support_mask
gate2E_family,N1600_noise0p05,1600,0.05,6,Estimate-then-optimise unconstrained,EtO,449.48084159441174,420.4015625942231,477.26680319791535,0.5113717745933626,0.52984375,0.4332014475124961,46.198359375,none
gate2E_family,N1600_noise0p05,1600,0.05,6,Estimate-then-optimise unconstrained support top3,EtO,476.8918841716653,420.4015625942231,477.26680319791535,0.9934068857834799,0.0,0.7605295399465721,106.112578125,top3
gate2E_family,N1600_noise0p05,1600,0.05,6,Estimate-then-optimise unconstrained learned-transition,EtO,412.7958213909683,420.4015625942231,477.26680319791535,-0.13375026857375097,0.62015625,0.45011239399742503,37.869296875,none
gate2E_family,N1600_noise0p05,1600,0.05,6,Estimate-then-optimise unconstrained learned-transition support top3,EtO,470.60866340917494,420.4015625942231,477.26680319791535,0.8829137146338197,0.0,0.6855948218213938,111.904921875,top3
gate2E_family,N1600_noise0p05,1600,0.05,6,Estimate-then-optimise unconstrained empirical-transition,EtO,410.33526477500845,420.4015625942231,477.26680319791535,-0.17702022733657502,0.6490625,0.26870133200809215,18.6759375,none
gate2E_family,N1600_noise0p05,1600,0.05,6,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,476.8918841716653,420.4015625942231,477.26680319791535,0.9934068857834799,0.0,0.7605295399465721,106.112578125,top3
gate2E_family,N1600_noise0p05,1600,0.05,7,Behaviour cloning,BC,437.7439357875815,422.5603637349696,478.8785864087379,0.2696031822695297,0.0,0.8579838605962945,224.5759375,none
gate2E_family,N1600_noise0p05,1600,0.05,7,Behaviour cloning support top3,BC,437.7439357875815,422.5603637349696,478.8785864087379,0.2696031822695297,0.0,0.8579838605962945,224.5759375,top3
gate2E_family,N1600_noise0p05,1600,0.05,7,Estimate-then-optimise structured,EtO,311.9295268100525,422.5603637349696,478.8785864087379,-1.9643879311632892,0.912265625,0.03649908113959616,2.654140625,none
gate2E_family,N1600_noise0p05,1600,0.05,7,Estimate-then-optimise structured support top3,EtO,450.37482276632574,422.5603637349696,478.8785864087379,0.4938802702009179,0.0,0.7219669383157433,173.393046875,top3
gate2E_family,N1600_noise0p05,1600,0.05,7,Estimate-then-optimise structured learned-transition,EtO,314.2390336550263,422.5603637349696,478.8785864087379,-1.923379768346221,0.91984375,0.026796067289772706,1.90828125,none
gate2E_family,N1600_noise0p05,1600,0.05,7,Estimate-then-optimise structured learned-transition support top3,EtO,450.37482276632574,422.5603637349696,478.8785864087379,0.4938802702009179,0.0,0.7219669383157433,173.393046875,top3
gate2E_family,N1600_noise0p05,1600,0.05,7,Estimate-then-optimise structured empirical-transition,EtO,306.18012081249697,422.5603637349696,478.8785864087379,-2.066475776350802,0.833984375,0.09959778500958859,4.9609375,none
gate2E_family,N1600_noise0p05,1600,0.05,7,Estimate-then-optimise structured empirical-transition support top3,EtO,457.38156523145807,422.5603637349696,478.8785864087379,0.6182936861874262,0.0,0.7640310513734937,155.2746875,top3
gate2E_family,N1600_noise0p05,1600,0.05,7,Estimate-then-optimise unconstrained,EtO,462.40514061823063,422.5603637349696,478.8785864087379,0.7074935072803675,0.535234375,0.3889555715581825,49.841015625,none
gate2E_family,N1600_noise0p05,1600,0.05,7,Estimate-then-optimise unconstrained support top3,EtO,478.4897896345555,422.5603637349696,478.8785864087379,0.9930964303253224,0.0,0.7639221808882596,108.17484375,top3
gate2E_family,N1600_noise0p05,1600,0.05,7,Estimate-then-optimise unconstrained learned-transition,EtO,458.61662716120554,422.5603637349696,478.8785864087379,0.6402237448986492,0.42765625,0.4671284565208697,67.809140625,none
gate2E_family,N1600_noise0p05,1600,0.05,7,Estimate-then-optimise unconstrained learned-transition support top3,EtO,468.8137833360737,422.5603637349696,478.8785864087379,0.8212869193162211,0.0,0.6712806732467709,124.997421875,top3
gate2E_family,N1600_noise0p05,1600,0.05,7,Estimate-then-optimise unconstrained empirical-transition,EtO,412.79318156000727,422.5603637349696,478.8785864087379,-0.1734284519513372,0.585703125,0.28361113864194815,18.99703125,none
gate2E_family,N1600_noise0p05,1600,0.05,7,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,478.4897896345555,422.5603637349696,478.8785864087379,0.9930964303253224,0.0,0.7639221808882596,108.17484375,top3
gate2E_family,N1600_noise0p05,1600,0.05,8,Behaviour cloning,BC,450.3829981686192,421.64695137411786,478.1010548050897,0.5090160864858622,0.0,0.8457842014852988,232.163671875,none
gate2E_family,N1600_noise0p05,1600,0.05,8,Behaviour cloning support top3,BC,450.3829981686192,421.64695137411786,478.1010548050897,0.5090160864858622,0.0,0.8457842014852988,232.163671875,top3
gate2E_family,N1600_noise0p05,1600,0.05,8,Estimate-then-optimise structured,EtO,307.26095753241634,421.64695137411786,478.1010548050897,-2.0261767859189335,0.8946875,0.061880216925810465,2.614921875,none
gate2E_family,N1600_noise0p05,1600,0.05,8,Estimate-then-optimise structured support top3,EtO,447.0429935208561,421.64695137411786,478.1010548050897,0.44985290002507544,0.0,0.696272016018184,149.3303125,top3
gate2E_family,N1600_noise0p05,1600,0.05,8,Estimate-then-optimise structured learned-transition,EtO,306.94428545908994,421.64695137411786,478.1010548050897,-2.031786158029742,0.92390625,0.027023647303100664,1.863203125,none
gate2E_family,N1600_noise0p05,1600,0.05,8,Estimate-then-optimise structured learned-transition support top3,EtO,448.24654497884774,421.64695137411786,478.1010548050897,0.4711720138688239,0.0,0.7113051954235451,160.52484375,top3
gate2E_family,N1600_noise0p05,1600,0.05,8,Estimate-then-optimise structured empirical-transition,EtO,294.8015919015595,421.64695137411786,478.1010548050897,-2.2468758117407015,0.881171875,0.055276864336097416,2.558828125,none
gate2E_family,N1600_noise0p05,1600,0.05,8,Estimate-then-optimise structured empirical-transition support top3,EtO,440.27855950459895,421.64695137411786,478.1010548050897,0.330031069455607,0.0,0.6876486444992307,83.439921875,top3
gate2E_family,N1600_noise0p05,1600,0.05,8,Estimate-then-optimise unconstrained,EtO,463.93069672891636,421.64695137411786,478.1010548050897,0.7489933022583581,0.569609375,0.3637478962555973,43.320703125,none
gate2E_family,N1600_noise0p05,1600,0.05,8,Estimate-then-optimise unconstrained support top3,EtO,477.7226755015262,421.64695137411786,478.1010548050897,0.993297576605284,0.0,0.7684062688171903,106.73609375,top3
gate2E_family,N1600_noise0p05,1600,0.05,8,Estimate-then-optimise unconstrained learned-transition,EtO,465.8592757006892,421.64695137411786,478.1010548050897,0.7831551940352944,0.387421875,0.4966907531378649,63.9128125,none
gate2E_family,N1600_noise0p05,1600,0.05,8,Estimate-then-optimise unconstrained learned-transition support top3,EtO,472.1740118576034,421.64695137411786,478.1010548050897,0.895011299670475,0.0,0.715223099954448,110.103125,top3
gate2E_family,N1600_noise0p05,1600,0.05,8,Estimate-then-optimise unconstrained empirical-transition,EtO,412.01263259251436,421.64695137411786,478.1010548050897,-0.17065754650383697,0.58453125,0.2963001384685837,18.97515625,none
gate2E_family,N1600_noise0p05,1600,0.05,8,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,477.7226755015262,421.64695137411786,478.1010548050897,0.993297576605284,0.0,0.7684062688171903,106.73609375,top3
gate2E_family,N1600_noise0p05,1600,0.05,9,Behaviour cloning,BC,449.45119374289965,421.14554862217454,477.7638570902434,0.49993802157986933,0.0,0.8268503812172786,225.701796875,none
gate2E_family,N1600_noise0p05,1600,0.05,9,Behaviour cloning support top3,BC,449.45119374289965,421.14554862217454,477.7638570902434,0.49993802157986933,0.0,0.8268503812172786,225.701796875,top3
gate2E_family,N1600_noise0p05,1600,0.05,9,Estimate-then-optimise structured,EtO,311.36259004650685,421.14554862217454,477.7638570902434,-1.939001032459001,0.92765625,0.025005645952852956,1.809296875,none
gate2E_family,N1600_noise0p05,1600,0.05,9,Estimate-then-optimise structured support top3,EtO,452.89463536732205,421.14554862217454,477.7638570902434,0.5607565397870039,0.0,0.6584177631642292,148.093203125,top3
gate2E_family,N1600_noise0p05,1600,0.05,9,Estimate-then-optimise structured learned-transition,EtO,315.58043792369756,421.14554862217454,477.7638570902434,-1.864504849310586,0.89296875,0.025673931095266257,1.77515625,none
gate2E_family,N1600_noise0p05,1600,0.05,9,Estimate-then-optimise structured learned-transition support top3,EtO,447.48922024648107,421.14554862217454,477.7638570902434,0.4652853880147907,0.0,0.7448635893522666,158.06328125,top3
gate2E_family,N1600_noise0p05,1600,0.05,9,Estimate-then-optimise structured empirical-transition,EtO,332.8703693645753,421.14554862217454,477.7638570902434,-1.5591278094679213,0.761875,0.125298437964831,7.23953125,none
gate2E_family,N1600_noise0p05,1600,0.05,9,Estimate-then-optimise structured empirical-transition support top3,EtO,435.95928362244797,421.14554862217454,477.7638570902434,0.26164213310307494,0.0,0.7190534195120293,100.31953125,top3
gate2E_family,N1600_noise0p05,1600,0.05,9,Estimate-then-optimise unconstrained,EtO,463.3048737717408,421.14554862217454,477.7638570902434,0.7446235376908681,0.5728125,0.3569816641149008,41.83625,none
gate2E_family,N1600_noise0p05,1600,0.05,9,Estimate-then-optimise unconstrained support top3,EtO,477.3379071134315,421.14554862217454,477.7638570902434,0.992476815568376,0.0,0.7596327671253994,105.7025,top3
gate2E_family,N1600_noise0p05,1600,0.05,9,Estimate-then-optimise unconstrained learned-transition,EtO,465.0354433768674,421.14554862217454,477.7638570902434,0.7751890853370436,0.450859375,0.43133269132926383,60.1765625,none
gate2E_family,N1600_noise0p05,1600,0.05,9,Estimate-then-optimise unconstrained learned-transition support top3,EtO,467.13010008712763,421.14554862217454,477.7638570902434,0.8121851872506416,0.0,0.6686610085975206,118.0809375,top3
gate2E_family,N1600_noise0p05,1600,0.05,9,Estimate-then-optimise unconstrained empirical-transition,EtO,411.20750339043633,421.14554862217454,477.7638570902434,-0.17552706007356253,0.65484375,0.2662112383443263,17.44953125,none
gate2E_family,N1600_noise0p05,1600,0.05,9,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,477.3379071134315,421.14554862217454,477.7638570902434,0.992476815568376,0.0,0.7596327671253994,105.7025,top3
gate2E_family,N1600_noise0p2,1600,0.2,0,Behaviour cloning,BC,442.2199251235548,420.6941057714956,478.158742618527,0.37459245430124416,0.04546875,0.7853058567948539,156.972421875,none
gate2E_family,N1600_noise0p2,1600,0.2,0,Behaviour cloning support top3,BC,437.0160898198069,420.6941057714956,478.158742618527,0.28403527706543746,0.0,0.8405776655145027,207.351796875,top3
gate2E_family,N1600_noise0p2,1600,0.2,0,Estimate-then-optimise structured,EtO,212.72178186452345,420.6941057714956,478.158742618527,-3.619135790600854,0.87546875,0.12041494044513296,10.989609375,none
gate2E_family,N1600_noise0p2,1600,0.2,0,Estimate-then-optimise structured support top3,EtO,461.336727097829,420.6941057714956,478.158742618527,0.7072631718620698,0.0,0.6513078297795009,119.109765625,top3
gate2E_family,N1600_noise0p2,1600,0.2,0,Estimate-then-optimise structured learned-transition,EtO,198.08627608386342,420.6941057714956,478.158742618527,-3.873822961418955,0.875625,0.136298311726398,10.13,none
gate2E_family,N1600_noise0p2,1600,0.2,0,Estimate-then-optimise structured learned-transition support top3,EtO,447.61453471450864,420.6941057714956,478.158742618527,0.4684694869763846,0.0,0.7031437231032658,147.994375,top3
gate2E_family,N1600_noise0p2,1600,0.2,0,Estimate-then-optimise structured empirical-transition,EtO,256.36108315186334,420.6941057714956,478.158742618527,-2.8597243737410216,0.88703125,0.0777621837079369,8.709453125,none
gate2E_family,N1600_noise0p2,1600,0.2,0,Estimate-then-optimise structured empirical-transition support top3,EtO,467.5801975004749,420.6941057714956,478.158742618527,0.8159120861372229,0.0,0.5894033133612404,108.56,top3
gate2E_family,N1600_noise0p2,1600,0.2,0,Estimate-then-optimise unconstrained,EtO,464.880347336821,420.6941057714956,478.158742618527,0.7689292752853798,0.54140625,0.38671598498331505,51.344453125,none
gate2E_family,N1600_noise0p2,1600,0.2,0,Estimate-then-optimise unconstrained support top3,EtO,477.63105844898297,420.6941057714956,478.158742618527,0.9908172365041005,0.0,0.7711987033067399,113.13203125,top3
gate2E_family,N1600_noise0p2,1600,0.2,0,Estimate-then-optimise unconstrained learned-transition,EtO,465.93469114903286,420.6941057714956,478.158742618527,0.787276973453533,0.4084375,0.49465678985891504,74.96515625,none
gate2E_family,N1600_noise0p2,1600,0.2,0,Estimate-then-optimise unconstrained learned-transition support top3,EtO,465.68398043679065,420.6941057714956,478.158742618527,0.7829141039393727,0.0,0.7010857213734014,124.5365625,top3
gate2E_family,N1600_noise0p2,1600,0.2,0,Estimate-then-optimise unconstrained empirical-transition,EtO,411.5338453272423,420.6941057714956,478.158742618527,-0.15940691435390952,0.584375,0.2833412617343175,19.996953125,none
gate2E_family,N1600_noise0p2,1600,0.2,0,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,477.63105844898297,420.6941057714956,478.158742618527,0.9908172365041005,0.0,0.7711987033067399,113.13203125,top3
gate2E_family,N1600_noise0p2,1600,0.2,1,Behaviour cloning,BC,442.41327441768937,422.2408621751993,479.08172757209076,0.3548927712770759,0.054296875,0.7834058727277463,162.80734375,none
gate2E_family,N1600_noise0p2,1600,0.2,1,Behaviour cloning support top3,BC,436.1990724656192,422.2408621751993,479.08172757209076,0.2455664633702651,0.0,0.8479703179210492,226.98625,top3
gate2E_family,N1600_noise0p2,1600,0.2,1,Estimate-then-optimise structured,EtO,310.1505135552911,422.2408621751993,479.08172757209076,-1.972002851069158,0.90609375,0.04558041446739222,7.571484375,none
gate2E_family,N1600_noise0p2,1600,0.2,1,Estimate-then-optimise structured support top3,EtO,454.17892426904103,422.2408621751993,479.08172757209076,0.5618855707215952,0.0,0.6262595004276953,128.72296875,top3
gate2E_family,N1600_noise0p2,1600,0.2,1,Estimate-then-optimise structured learned-transition,EtO,314.4933363630709,422.2408621751993,479.08172757209076,-1.8955996721686257,0.917734375,0.040989855998515616,2.86546875,none
gate2E_family,N1600_noise0p2,1600,0.2,1,Estimate-then-optimise structured learned-transition support top3,EtO,448.3612195068947,422.2408621751993,479.08172757209076,0.459534828495484,0.0,0.6839174090627707,150.23390625,top3
gate2E_family,N1600_noise0p2,1600,0.2,1,Estimate-then-optimise structured empirical-transition,EtO,303.85805433839107,422.2408621751993,479.08172757209076,-2.0827059371844547,0.8753125,0.0760833511747453,3.81375,none
gate2E_family,N1600_noise0p2,1600,0.2,1,Estimate-then-optimise structured empirical-transition support top3,EtO,441.92123684968055,422.2408621751993,479.08172757209076,0.3462363659853345,0.0,0.7058700336213031,87.15375,top3
gate2E_family,N1600_noise0p2,1600,0.2,1,Estimate-then-optimise unconstrained,EtO,464.614373604586,422.2408621751993,479.08172757209076,0.7454761839657709,0.574140625,0.36376172048872996,45.508828125,none
gate2E_family,N1600_noise0p2,1600,0.2,1,Estimate-then-optimise unconstrained support top3,EtO,478.63853659327054,422.2408621751993,479.08172757209076,0.992202951596081,0.0,0.7703013809417365,111.650546875,top3
gate2E_family,N1600_noise0p2,1600,0.2,1,Estimate-then-optimise unconstrained learned-transition,EtO,466.08865125857903,422.2408621751993,479.08172757209076,0.7714131158491775,0.41046875,0.46108953999019464,65.203671875,none
gate2E_family,N1600_noise0p2,1600,0.2,1,Estimate-then-optimise unconstrained learned-transition support top3,EtO,468.7264597161413,422.2408621751993,479.08172757209076,0.8178200176291511,0.0,0.6808835348635567,126.728828125,top3
gate2E_family,N1600_noise0p2,1600,0.2,1,Estimate-then-optimise unconstrained empirical-transition,EtO,412.28194194790296,422.2408621751993,479.08172757209076,-0.17520704791804573,0.583671875,0.27353711299038863,18.6121875,none
gate2E_family,N1600_noise0p2,1600,0.2,1,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,478.63853659327054,422.2408621751993,479.08172757209076,0.992202951596081,0.0,0.7703013809417365,111.650546875,top3
gate2E_family,N1600_noise0p2,1600,0.2,2,Behaviour cloning,BC,441.51158737027276,420.7019605669336,477.9242309914933,0.3636630746900196,0.0,0.8354088330780824,201.7390625,none
gate2E_family,N1600_noise0p2,1600,0.2,2,Behaviour cloning support top3,BC,441.51158737027276,420.7019605669336,477.9242309914933,0.3636630746900196,0.0,0.8354088330780824,201.7390625,top3
gate2E_family,N1600_noise0p2,1600,0.2,2,Estimate-then-optimise structured,EtO,316.59889362512155,420.7019605669336,477.9242309914933,-1.8192753655075398,0.933125,0.02640005097485139,2.0890625,none
gate2E_family,N1600_noise0p2,1600,0.2,2,Estimate-then-optimise structured support top3,EtO,454.82367944210273,420.7019605669336,477.9242309914933,0.5963013809484243,0.0,0.6636094009436536,162.175390625,top3
gate2E_family,N1600_noise0p2,1600,0.2,2,Estimate-then-optimise structured learned-transition,EtO,313.9143939176316,420.7019605669336,477.9242309914933,-1.8661889131101135,0.891484375,0.029617874519513494,2.196171875,none
gate2E_family,N1600_noise0p2,1600,0.2,2,Estimate-then-optimise structured learned-transition support top3,EtO,451.4312705544195,420.7019605669336,477.9242309914933,0.5370166153752772,0.0,0.7623454954512253,178.558984375,top3
gate2E_family,N1600_noise0p2,1600,0.2,2,Estimate-then-optimise structured empirical-transition,EtO,326.18237498915335,420.7019605669336,477.9242309914933,-1.651797191486703,0.863828125,0.10199662133798647,5.414296875,none
gate2E_family,N1600_noise0p2,1600,0.2,2,Estimate-then-optimise structured empirical-transition support top3,EtO,440.60351599031003,420.7019605669336,477.9242309914933,0.3477938794758956,0.0,0.6764489610071825,83.1775,top3
gate2E_family,N1600_noise0p2,1600,0.2,2,Estimate-then-optimise unconstrained,EtO,475.47757407270285,420.7019605669336,477.9242309914933,0.9572429248151548,0.11625,0.6774107906654089,102.666640625,none
gate2E_family,N1600_noise0p2,1600,0.2,2,Estimate-then-optimise unconstrained support top3,EtO,477.4334161819272,420.7019605669336,477.9242309914933,0.9914226610387096,0.0,0.7781590740566368,111.466171875,top3
gate2E_family,N1600_noise0p2,1600,0.2,2,Estimate-then-optimise unconstrained learned-transition,EtO,468.3929057945448,420.7019605669336,477.9242309914933,0.8334332922089425,0.33359375,0.5400819605726471,75.427421875,none
gate2E_family,N1600_noise0p2,1600,0.2,2,Estimate-then-optimise unconstrained learned-transition support top3,EtO,468.6569405006991,420.7019605669336,477.9242309914933,0.8380474870704062,0.0,0.7397146343942711,123.014921875,top3
gate2E_family,N1600_noise0p2,1600,0.2,2,Estimate-then-optimise unconstrained empirical-transition,EtO,411.8192567524621,420.7019605669336,477.9242309914933,-0.15523158638352638,0.6571875,0.27818537068746363,18.991953125,none
gate2E_family,N1600_noise0p2,1600,0.2,2,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,477.47062254205406,420.7019605669336,477.9242309914933,0.9920728687262199,0.0,0.7776071864178679,111.896640625,top3
gate2E_family,N1600_noise0p2,1600,0.2,3,Behaviour cloning,BC,443.3288711089266,420.1985074854882,477.65883098140347,0.40254496000327367,0.0,0.8790019311989488,192.08765625,none
gate2E_family,N1600_noise0p2,1600,0.2,3,Behaviour cloning support top3,BC,443.3288711089266,420.1985074854882,477.65883098140347,0.40254496000327367,0.0,0.8790019311989488,192.08765625,top3
gate2E_family,N1600_noise0p2,1600,0.2,3,Estimate-then-optimise structured,EtO,317.40782728097327,420.1985074854882,477.65883098140347,-1.788898390240044,0.923046875,0.027477849908466738,2.040078125,none
gate2E_family,N1600_noise0p2,1600,0.2,3,Estimate-then-optimise structured support top3,EtO,450.8066721051036,420.1985074854882,477.65883098140347,0.5326834719576761,0.0,0.7161809623321411,187.608515625,top3
gate2E_family,N1600_noise0p2,1600,0.2,3,Estimate-then-optimise structured learned-transition,EtO,324.9396600739412,420.1985074854882,477.65883098140347,-1.6578195460093228,0.899375,0.040075814349728685,2.884140625,none
gate2E_family,N1600_noise0p2,1600,0.2,3,Estimate-then-optimise structured learned-transition support top3,EtO,449.28533556953886,420.1985074854882,477.65883098140347,0.5062071759153665,0.0,0.7289564223282192,179.939921875,top3
gate2E_family,N1600_noise0p2,1600,0.2,3,Estimate-then-optimise structured empirical-transition,EtO,278.41762613015226,420.1985074854882,477.65883098140347,-2.4674570682745096,0.877109375,0.07374252975349478,7.441015625,none
gate2E_family,N1600_noise0p2,1600,0.2,3,Estimate-then-optimise structured empirical-transition support top3,EtO,457.4104513068705,420.1985074854882,477.65883098140347,0.6476111089772691,0.0,0.6247857468485369,113.3165625,top3
gate2E_family,N1600_noise0p2,1600,0.2,3,Estimate-then-optimise unconstrained,EtO,475.9718248451871,420.1985074854882,477.65883098140347,0.9706405040282047,0.073828125,0.6934505341871677,102.052265625,none
gate2E_family,N1600_noise0p2,1600,0.2,3,Estimate-then-optimise unconstrained support top3,EtO,477.22911676476576,420.1985074854882,477.65883098140347,0.9925215489490196,0.0,0.7548500140745875,108.171796875,top3
gate2E_family,N1600_noise0p2,1600,0.2,3,Estimate-then-optimise unconstrained learned-transition,EtO,459.1705952489528,420.1985074854882,477.65883098140347,0.6782434450831978,0.362734375,0.5293736495834257,79.195078125,none
gate2E_family,N1600_noise0p2,1600,0.2,3,Estimate-then-optimise unconstrained learned-transition support top3,EtO,473.34503572196394,420.1985074854882,477.65883098140347,0.9249256704977272,0.0,0.7213500723942019,109.4115625,top3
gate2E_family,N1600_noise0p2,1600,0.2,3,Estimate-then-optimise unconstrained empirical-transition,EtO,411.3588608766165,420.1985074854882,477.65883098140347,-0.15383913753113657,0.582734375,0.2756736796723981,19.48515625,none
gate2E_family,N1600_noise0p2,1600,0.2,3,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,477.21389154458717,420.1985074854882,477.65883098140347,0.992256579675401,0.0,0.7557048287267182,106.521796875,top3
gate2E_family,N1600_noise0p2,1600,0.2,4,Behaviour cloning,BC,455.37966231217405,422.8141069914742,479.6367344894461,0.5731089313295512,0.055078125,0.7964846196156407,152.18625,none
gate2E_family,N1600_noise0p2,1600,0.2,4,Behaviour cloning support top3,BC,449.9860064492015,422.8141069914742,479.6367344894461,0.4781880151300135,0.0,0.8471924877701289,203.111328125,top3
gate2E_family,N1600_noise0p2,1600,0.2,4,Estimate-then-optimise structured,EtO,299.74353124727054,422.8141069914742,479.6367344894461,-2.1658726666343666,0.901171875,0.04607329551680216,8.44484375,none
gate2E_family,N1600_noise0p2,1600,0.2,4,Estimate-then-optimise structured support top3,EtO,453.74301405987785,422.8141069914742,479.6367344894461,0.5443061757309191,0.0,0.679489356575188,173.30984375,top3
gate2E_family,N1600_noise0p2,1600,0.2,4,Estimate-then-optimise structured learned-transition,EtO,312.6247288503157,422.8141069914742,479.6367344894461,-1.9391813260499327,0.925,0.0240674337819844,1.701484375,none
gate2E_family,N1600_noise0p2,1600,0.2,4,Estimate-then-optimise structured learned-transition support top3,EtO,448.8924630249475,422.8141069914742,479.6367344894461,0.4589431566571626,0.0,0.6891504946330849,147.7996875,top3
gate2E_family,N1600_noise0p2,1600,0.2,4,Estimate-then-optimise structured empirical-transition,EtO,291.0706927838583,422.8141069914742,479.6367344894461,-2.318502681213009,0.872734375,0.060416462471114166,5.42734375,none
gate2E_family,N1600_noise0p2,1600,0.2,4,Estimate-then-optimise structured empirical-transition support top3,EtO,460.20992860281774,422.8141069914742,479.6367344894461,0.6581149668356723,0.0,0.6872873148436384,104.79984375,top3
gate2E_family,N1600_noise0p2,1600,0.2,4,Estimate-then-optimise unconstrained,EtO,467.42109202769046,422.8141069914742,479.6367344894461,0.7850215134421294,0.5125,0.4136383533414899,54.331796875,none
gate2E_family,N1600_noise0p2,1600,0.2,4,Estimate-then-optimise unconstrained support top3,EtO,479.1582357892302,422.8141069914742,479.6367344894461,0.9915790817622265,0.0,0.7738759408868526,112.758125,top3
gate2E_family,N1600_noise0p2,1600,0.2,4,Estimate-then-optimise unconstrained learned-transition,EtO,466.62022250844353,422.8141069914742,479.6367344894461,0.7709273126895241,0.409140625,0.4758053819705516,69.963125,none
gate2E_family,N1600_noise0p2,1600,0.2,4,Estimate-then-optimise unconstrained learned-transition support top3,EtO,473.4710708048493,422.8141069914742,479.6367344894461,0.8914928091838618,0.0,0.7008607009990117,116.93796875,top3
gate2E_family,N1600_noise0p2,1600,0.2,4,Estimate-then-optimise unconstrained empirical-transition,EtO,412.6241236622825,422.8141069914742,479.6367344894461,-0.17932967512907433,0.658984375,0.26595223475693014,18.598515625,none
gate2E_family,N1600_noise0p2,1600,0.2,4,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,479.1582357892302,422.8141069914742,479.6367344894461,0.9915790817622265,0.0,0.7738759408868526,112.758125,top3
gate2E_family,N1600_noise0p2,1600,0.2,5,Behaviour cloning,BC,437.6120665317854,420.42955294452105,477.5980827412801,0.30055895522152176,0.0340625,0.8252452470855354,168.03015625,none
gate2E_family,N1600_noise0p2,1600,0.2,5,Behaviour cloning support top3,BC,433.7136607028608,420.42955294452105,477.5980827412801,0.232367489693479,0.0,0.8657281686362686,206.72515625,top3
gate2E_family,N1600_noise0p2,1600,0.2,5,Estimate-then-optimise structured,EtO,296.6418232607547,420.42955294452105,477.5980827412801,-2.1653124564134587,0.89640625,0.025861814983103252,1.90484375,none
gate2E_family,N1600_noise0p2,1600,0.2,5,Estimate-then-optimise structured support top3,EtO,446.3739205399475,420.42955294452105,477.5980827412801,0.4538225434108902,0.0,0.7336087397567477,161.0640625,top3
gate2E_family,N1600_noise0p2,1600,0.2,5,Estimate-then-optimise structured learned-transition,EtO,287.1186374000608,420.42955294452105,477.5980827412801,-2.331893368928613,0.89484375,0.03068143820033582,1.95828125,none
gate2E_family,N1600_noise0p2,1600,0.2,5,Estimate-then-optimise structured learned-transition support top3,EtO,446.49769335203234,420.42955294452105,477.5980827412801,0.4559875949265556,0.0,0.7061241653943016,154.530859375,top3
gate2E_family,N1600_noise0p2,1600,0.2,5,Estimate-then-optimise structured empirical-transition,EtO,267.1514194774803,420.42955294452105,477.5980827412801,-2.6811627658077404,0.865234375,0.0733291139046656,8.074609375,none
gate2E_family,N1600_noise0p2,1600,0.2,5,Estimate-then-optimise structured empirical-transition support top3,EtO,464.7408710896575,420.42955294452105,477.5980827412801,0.7750998373172876,0.0,0.6462242430258891,119.471171875,top3
gate2E_family,N1600_noise0p2,1600,0.2,5,Estimate-then-optimise unconstrained,EtO,473.6631977549421,420.42955294452105,477.5980827412801,0.9311704358966897,0.13078125,0.6598232725017199,98.3428125,none
gate2E_family,N1600_noise0p2,1600,0.2,5,Estimate-then-optimise unconstrained support top3,EtO,477.201005047425,420.42955294452105,477.5980827412801,0.9930542608797746,0.0,0.7670892427154696,109.639921875,top3
gate2E_family,N1600_noise0p2,1600,0.2,5,Estimate-then-optimise unconstrained learned-transition,EtO,462.26054304584034,420.42955294452105,477.5980827412801,0.7317135887529983,0.38546875,0.49865586098314446,70.507890625,none
gate2E_family,N1600_noise0p2,1600,0.2,5,Estimate-then-optimise unconstrained learned-transition support top3,EtO,473.11930369229833,420.42955294452105,477.5980827412801,0.9216565641113323,0.0,0.7271920312390394,109.772265625,top3
gate2E_family,N1600_noise0p2,1600,0.2,5,Estimate-then-optimise unconstrained empirical-transition,EtO,411.53065479206606,420.42955294452105,477.5980827412801,-0.15566078372299644,0.5809375,0.2864380987109284,18.983984375,none
gate2E_family,N1600_noise0p2,1600,0.2,5,Estimate-then-optimise unconstrained empirical-transition support top3,EtO,477.1853184569379,420.42955294452105,477.5980827412801,0.9927798688227664,0.0,0.7677993987955304,108.306484375,top3
gate2E_family,N1600_noise0p2,1600,0.2,6,Behaviour cloning,BC,442.31117937601687,420.4015625942231,477.26680319791535,0.38529014472104745,0.0,0.8382842831708757,201.7984375,none
gate2E_family,N1600_noise0p2,1600,0.2,6,Behaviour cloning support top3,BC,442.31117937601687,420.4015625942231,477.26680319791535,0.38529014472104745,0.0,0.8382842831708757,201.7984375,top3
